,Date,Ticker,Expiration,OpenInterest,OpenInterestBefore,CallPut,Strike,StrikeDiff,ClosePrice,ClosePriceAfter,ExpirationDiff
1,2011-12-13,IRET  ,2012-01-21,70.0,70.0,P,7.5,0.5199999809265137,6.980000019073486,7.5,10.0
0,2011-09-12,IRET  ,2011-10-22,0.0,0.0,C,7.5,0.25,7.75,7.349999904632568,12.0
1,2011-09-12,IRET  ,2011-10-22,79.0,79.0,P,7.5,0.25,7.75,7.349999904632568,12.0
0,2011-03-15,IRET  ,2011-04-16,0.0,0.0,C,10.0,0.6999998092651367,9.300000190734863,9.260000228881836,4.0
1,2011-03-15,IRET  ,2011-04-16,0.0,0.0,P,10.0,0.6999998092651367,9.300000190734863,9.260000228881836,4.0
0,2011-11-04,NCMI  ,2011-12-17,12.0,12.0,P,12.5,0.75,13.25,13.529999732971191,12.0
1,2011-11-04,NCMI  ,2011-12-17,45.0,45.0,C,12.5,0.75,13.25,13.529999732971191,12.0
0,2011-05-06,NCMI  ,2011-06-18,1.0,1.0,C,17.5,0.7099990844726562,16.790000915527344,16.93000030517578,12.0
1,2011-05-06,NCMI  ,2011-06-18,51.0,51.0,P,17.5,0.7099990844726562,16.790000915527344,16.93000030517578,12.0
0,2012-10-18,ETH   ,2012-11-17,2.0,2.0,P,30.0,1.9400005340576172,9.353333473205566,9.269999504089355,2.0
1,2012-10-18,ETH   ,2012-11-17,50.0,50.0,C,30.0,1.9400005340576172,9.353333473205566,9.269999504089355,2.0
0,2012-11-14,FRGI  ,2012-12-22,0.0,0.0,C,15.0,0.6099996566772461,14.390000343322754,15.100000381469727,9.0
1,2012-11-14,FRGI  ,2012-12-22,0.0,0.0,P,15.0,0.6099996566772461,14.390000343322754,15.100000381469727,9.0
0,2013-05-07,CECO  ,2013-06-22,0.0,0.0,C,2.0,0.36999988555908203,0.29624998569488525,0.3762499988079071,17.0
1,2013-05-07,CECO  ,2013-06-22,0.0,0.0,P,2.0,0.36999988555908203,0.29624998569488525,0.3762499988079071,17.0
0,2012-11-09,CECO  ,2012-12-22,0.0,0.0,C,3.0,0.06999993324279785,0.36625000834465027,0.3774999976158142,12.0
1,2012-11-09,CECO  ,2012-12-22,117.0,73.0,P,3.0,0.06999993324279785,0.36625000834465027,0.3774999976158142,12.0
0,2012-05-11,CECO  ,2012-06-16,30.0,30.0,C,6.0,0.21000003814697266,0.7762500047683716,0.7862499952316284,5.0
1,2012-05-11,CECO  ,2012-06-16,424.0,424.0,P,6.0,0.21000003814697266,0.7762500047683716,0.7862499952316284,5.0
0,2012-11-07,MNTA  ,2012-12-22,10.0,10.0,C,12.0,0.09000015258789062,12.09000015258789,10.789999961853027,16.0
1,2012-11-07,MNTA  ,2012-12-22,67.0,67.0,P,12.0,0.09000015258789062,12.09000015258789,10.789999961853027,16.0
0,2012-02-09,MNTA  ,2012-03-17,40.0,40.0,P,16.0,0.3900003433227539,15.609999656677246,15.069999694824219,8.0
1,2012-02-09,MNTA  ,2012-03-17,528.0,526.0,C,16.0,0.3900003433227539,15.609999656677246,15.069999694824219,8.0
0,2011-11-07,MNTA  ,2011-12-17,128.0,128.0,P,14.0,0.3400001525878906,14.34000015258789,16.059999465942383,11.0
1,2011-11-07,MNTA  ,2011-12-17,644.0,644.0,C,14.0,0.3400001525878906,14.34000015258789,16.059999465942383,11.0
0,2011-02-10,MNTA  ,2011-03-19,508.0,505.0,C,13.0,0.15999984741210938,13.15999984741211,14.039999961853027,8.0
1,2011-02-10,MNTA  ,2011-03-19,1967.0,1967.0,P,13.0,0.15999984741210938,13.15999984741211,14.039999961853027,8.0
0,2013-02-05,LMNX  ,2013-03-16,0.0,0.0,P,17.5,0.43000030517578125,17.93000030517578,17.049999237060547,10.0
1,2013-02-05,LMNX  ,2013-03-16,1.0,1.0,C,17.5,0.43000030517578125,17.93000030517578,17.049999237060547,10.0
0,2012-02-07,LMNX  ,2012-03-17,0.0,0.0,C,22.5,1.25,21.25,22.350000381469727,10.0
1,2012-02-07,LMNX  ,2012-03-17,0.0,0.0,P,20.0,1.25,21.25,22.350000381469727,10.0
2,2012-02-07,LMNX  ,2012-03-17,0.0,0.0,P,22.5,1.25,21.25,22.350000381469727,10.0
3,2012-02-07,LMNX  ,2012-03-17,20.0,20.0,C,20.0,1.25,21.25,22.350000381469727,10.0
0,2011-08-09,LMNX  ,2011-09-17,0.0,0.0,C,25.0,0.37999916076660156,24.6200008392334,22.989999771118164,10.0
1,2011-08-09,LMNX  ,2011-09-17,0.0,0.0,P,25.0,0.37999916076660156,24.6200008392334,22.989999771118164,10.0
0,2011-05-10,LMNX  ,2011-06-18,0.0,0.0,P,20.0,1.0,21.0,19.489999771118164,10.0
1,2011-05-10,LMNX  ,2011-06-18,2.0,2.0,C,20.0,1.0,21.0,19.489999771118164,10.0
0,2011-02-08,LMNX  ,2011-03-19,0.0,0.0,P,20.0,0.4200000762939453,19.579999923706055,19.290000915527344,10.0
1,2011-02-08,LMNX  ,2011-03-19,3.0,0.0,C,20.0,0.4200000762939453,19.579999923706055,19.290000915527344,10.0
0,2013-05-07,SNHY  ,2013-06-22,0.0,0.0,P,34.0,1.0200004577636719,9.771851539611816,9.291851997375488,17.0
1,2013-05-07,SNHY  ,2013-06-22,14.0,13.0,C,34.0,1.0200004577636719,9.771851539611816,9.291851997375488,17.0
0,2013-03-05,SNHY  ,2013-04-20,0.0,0.0,P,30.0,1.6299991607666016,9.371851921081543,9.537776947021484,17.0
1,2013-03-05,SNHY  ,2013-04-20,2.0,1.0,C,30.0,1.6299991607666016,9.371851921081543,9.537776947021484,17.0
0,2012-08-07,SNHY  ,2012-09-22,14.0,14.0,P,25.0,1.0300006866455078,7.102221965789795,6.965926170349121,17.0
1,2012-08-07,SNHY  ,2012-09-22,72.0,72.0,C,25.0,1.0300006866455078,7.102221965789795,6.965926170349121,17.0
0,2012-05-08,SNHY  ,2012-06-16,15.0,15.0,C,25.0,1.9300003051757812,7.979259490966797,7.019259452819824,10.0
1,2012-05-08,SNHY  ,2012-06-16,15.0,15.0,P,25.0,1.9300003051757812,7.979259490966797,7.019259452819824,10.0
0,2012-03-13,SNHY  ,2012-04-21,0.0,0.0,C,30.0,1.3099994659423828,8.500741004943848,7.1614813804626465,10.0
1,2012-03-13,SNHY  ,2012-04-21,0.0,0.0,P,30.0,1.3099994659423828,8.500741004943848,7.1614813804626465,10.0
0,2012-03-13,SNHY  ,2012-04-21,0.0,0.0,C,30.0,1.3099994659423828,8.500741004943848,7.1614813804626465,10.0
1,2012-03-13,SNHY  ,2012-04-21,0.0,0.0,P,30.0,1.3099994659423828,8.500741004943848,7.1614813804626465,10.0
0,2011-11-08,SNHY  ,2011-12-17,0.0,0.0,C,25.0,1.0300006866455078,7.712592601776123,7.291851997375488,10.0
1,2011-11-08,SNHY  ,2011-12-17,0.0,0.0,P,25.0,1.0300006866455078,7.712592601776123,7.291851997375488,10.0
0,2013-05-07,MTSC  ,2013-06-22,0.0,0.0,C,55.0,0.5699996948242188,13.892499923706055,14.8774995803833,17.0
1,2013-05-07,MTSC  ,2013-06-22,0.0,0.0,P,55.0,0.5699996948242188,13.892499923706055,14.8774995803833,17.0
0,2012-11-16,MTSC  ,2012-12-22,0.0,0.0,C,45.0,1.0,11.5,12.40250015258789,5.0
1,2012-11-16,MTSC  ,2012-12-22,0.0,0.0,P,45.0,1.0,11.5,12.40250015258789,5.0
0,2012-11-20,BOBE  ,2012-12-22,46.0,39.0,P,35.0,0.060001373291015625,35.060001373291016,41.20000076293945,3.0
1,2012-11-20,BOBE  ,2012-12-22,90.0,20.0,C,35.0,0.060001373291015625,35.060001373291016,41.20000076293945,3.0
0,2012-08-15,BOBE  ,2012-09-22,16.0,16.0,P,40.0,0.24000167846679688,39.7599983215332,41.13999938964844,9.0
1,2012-08-15,BOBE  ,2012-09-22,88.0,88.0,C,40.0,0.24000167846679688,39.7599983215332,41.13999938964844,9.0
0,2012-06-06,BOBE  ,2012-07-21,15.0,10.0,C,40.0,1.5600013732910156,38.439998626708984,40.7599983215332,16.0
1,2012-06-06,BOBE  ,2012-07-21,18.0,18.0,P,40.0,1.5600013732910156,38.439998626708984,40.7599983215332,16.0
0,2012-02-15,BOBE  ,2012-03-17,10.0,0.0,P,40.0,1.5,38.5,38.540000915527344,2.0
1,2012-02-15,BOBE  ,2012-03-17,40.0,40.0,C,40.0,1.5,38.5,38.540000915527344,2.0
0,2011-11-16,BOBE  ,2011-12-17,39.0,39.0,C,30.0,1.6299991607666016,31.6299991607666,32.31999969482422,2.0
1,2011-11-16,BOBE  ,2011-12-17,65.0,65.0,P,30.0,1.6299991607666016,31.6299991607666,32.31999969482422,2.0
0,2011-08-17,BOBE  ,2011-09-17,40.0,30.0,P,30.0,1.3700008392333984,31.3700008392334,29.670000076293945,2.0
1,2011-08-17,BOBE  ,2011-09-17,82.0,82.0,C,30.0,1.3700008392333984,31.3700008392334,29.670000076293945,2.0
0,2011-06-08,BOBE  ,2011-07-16,0.0,0.0,C,35.0,2.0900001525878906,32.90999984741211,36.130001068115234,9.0
1,2011-06-08,BOBE  ,2011-07-16,1.0,0.0,P,35.0,2.0900001525878906,32.90999984741211,36.130001068115234,9.0
0,2011-02-16,BOBE  ,2011-03-19,59.0,59.0,C,30.0,1.9200000762939453,31.920000076293945,30.079999923706055,2.0
1,2011-02-16,BOBE  ,2011-03-19,114.0,114.0,P,30.0,1.9200000762939453,31.920000076293945,30.079999923706055,2.0
0,2013-07-18,CNS   ,2013-08-17,3.0,3.0,P,35.0,0.15999984741210938,35.15999984741211,34.43000030517578,2.0
1,2013-07-18,CNS   ,2013-08-17,10.0,10.0,C,35.0,0.15999984741210938,35.15999984741211,34.43000030517578,2.0
0,2013-04-18,CNS   ,2013-05-18,470.0,464.0,P,35.0,0.8699989318847656,22.956798553466797,23.878400802612305,2.0
1,2013-04-18,CNS   ,2013-05-18,795.0,922.0,C,35.0,0.8699989318847656,22.956798553466797,23.878400802612305,2.0
0,2012-07-19,CNS   ,2012-08-18,310.0,255.0,C,40.0,0.8400001525878906,25.062400817871094,24.595199584960938,2.0
1,2012-07-19,CNS   ,2012-08-18,2867.0,2863.0,P,40.0,0.8400001525878906,25.062400817871094,24.595199584960938,2.0
0,2012-04-19,CNS   ,2012-05-19,0.0,0.0,P,35.0,0.2599983215332031,34.7400016784668,32.630001068115234,2.0
1,2012-04-19,CNS   ,2012-05-19,1.0,1.0,C,35.0,0.2599983215332031,34.7400016784668,32.630001068115234,2.0
0,2011-07-21,CNS   ,2011-08-20,767.0,767.0,P,35.0,0.4799995422363281,22.707199096679688,19.283199310302734,2.0
1,2011-07-21,CNS   ,2011-08-20,2246.0,1584.0,C,35.0,0.4799995422363281,22.707199096679688,19.283199310302734,2.0
0,2011-04-21,CNS   ,2011-05-21,0.0,0.0,P,30.0,0.5100002288818359,29.489999771118164,29.1299991607666,1.0
1,2011-04-21,CNS   ,2011-05-21,10.0,10.0,C,30.0,0.5100002288818359,29.489999771118164,29.1299991607666,1.0
0,2013-02-06,PACB  ,2013-03-16,3.0,3.0,P,2.5,0.26999998092651367,2.2300000190734863,2.440000057220459,9.0
1,2013-02-06,PACB  ,2013-03-16,366.0,366.0,C,2.5,0.26999998092651367,2.2300000190734863,2.440000057220459,9.0
0,2012-02-08,PACB  ,2012-03-17,187.0,187.0,P,5.0,0.4099998474121094,4.590000152587891,3.700000047683716,9.0
1,2012-02-08,PACB  ,2012-03-17,290.0,290.0,C,5.0,0.4099998474121094,4.590000152587891,3.700000047683716,9.0
0,2011-11-08,IRDM  ,2011-12-17,0.0,0.0,P,7.5,0.1700000762939453,7.329999923706055,7.46999979019165,10.0
1,2011-11-08,IRDM  ,2011-12-17,29.0,29.0,C,7.5,0.1700000762939453,7.329999923706055,7.46999979019165,10.0
0,2011-08-08,IRDM  ,2011-09-17,33.0,0.0,C,7.5,0.4499998092651367,7.050000190734863,7.25,11.0
1,2011-08-08,IRDM  ,2011-09-17,44.0,11.0,P,7.5,0.4499998092651367,7.050000190734863,7.25,11.0
0,2011-05-10,IRDM  ,2011-06-18,41.0,41.0,P,7.5,0.8199996948242188,8.319999694824219,8.460000038146973,10.0
1,2011-05-10,IRDM  ,2011-06-18,55.0,53.0,C,7.5,0.8199996948242188,8.319999694824219,8.460000038146973,10.0
0,2011-03-07,IRDM  ,2011-04-16,650.0,619.0,P,10.0,0.6999998092651367,9.300000190734863,8.039999961853027,12.0
1,2011-03-07,IRDM  ,2011-04-16,2631.0,2189.0,C,10.0,0.6999998092651367,9.300000190734863,8.039999961853027,12.0
0,2012-05-14,SDRL  ,2012-06-16,223.0,202.0,P,36.0,0.25,36.25,33.25,4.0
1,2012-05-14,SDRL  ,2012-06-16,449.0,448.0,C,36.0,0.25,36.25,33.25,4.0
0,2013-02-07,TBI   ,2013-03-16,0.0,0.0,P,17.5,0.75,3.604938268661499,4.104691505432129,8.0
1,2013-02-07,TBI   ,2013-03-16,30.0,0.0,C,17.5,0.75,3.604938268661499,4.104691505432129,8.0
0,2012-02-09,TBI   ,2012-03-17,0.0,0.0,P,17.5,0.1700000762939453,3.4232099056243896,3.442963123321533,8.0
1,2012-02-09,TBI   ,2012-03-17,130.0,130.0,C,17.5,0.1700000762939453,3.4232099056243896,3.442963123321533,8.0
0,2013-02-06,VASC  ,2013-03-16,20.0,20.0,P,15.0,0.2200002670288086,15.220000267028809,15.149999618530273,9.0
1,2013-02-06,VASC  ,2013-03-16,38.0,38.0,C,15.0,0.2200002670288086,15.220000267028809,15.149999618530273,9.0
0,2012-10-19,VASC  ,2012-11-17,0.0,0.0,C,15.0,0.6599998474121094,14.34000015258789,13.510000228881836,1.0
1,2012-10-19,VASC  ,2012-11-17,0.0,0.0,P,15.0,0.6599998474121094,14.34000015258789,13.510000228881836,1.0
0,2011-04-20,VASC  ,2011-05-21,5.0,0.0,P,12.5,0.75,11.75,12.619999885559082,2.0
1,2011-04-20,VASC  ,2011-05-21,12.0,11.0,C,12.5,0.75,11.75,12.619999885559082,2.0
0,2013-07-18,GHL   ,2013-08-17,0.0,0.0,P,50.0,0.8199996948242188,49.18000030517578,50.18000030517578,2.0
1,2013-07-18,GHL   ,2013-08-17,17.0,19.0,C,50.0,0.8199996948242188,49.18000030517578,50.18000030517578,2.0
0,2013-04-18,GHL   ,2013-05-18,0.0,0.0,C,45.0,0.1399993896484375,45.13999938964844,48.93000030517578,2.0
1,2013-04-18,GHL   ,2013-05-18,1.0,0.0,P,45.0,0.1399993896484375,45.13999938964844,48.93000030517578,2.0
0,2012-10-18,GHL   ,2012-11-17,0.0,0.0,C,45.0,1.9500007629394531,46.95000076293945,43.709999084472656,2.0
1,2012-10-18,GHL   ,2012-11-17,0.0,0.0,P,45.0,1.9500007629394531,46.95000076293945,43.709999084472656,2.0
0,2012-07-19,GHL   ,2012-08-18,17.0,17.0,C,35.0,1.3600006103515625,36.36000061035156,41.08000183105469,2.0
1,2012-07-19,GHL   ,2012-08-18,22.0,10.0,P,35.0,1.3600006103515625,36.36000061035156,41.08000183105469,2.0
0,2012-04-19,GHL   ,2012-05-19,10.0,10.0,C,40.0,0.31999969482421875,39.68000030517578,33.2599983215332,2.0
1,2012-04-19,GHL   ,2012-05-19,84.0,84.0,P,40.0,0.31999969482421875,39.68000030517578,33.2599983215332,2.0
0,2011-10-20,GHL   ,2011-11-19,0.0,0.0,P,40.0,2.3800010681152344,37.619998931884766,37.31999969482422,2.0
1,2011-10-20,GHL   ,2011-11-19,7.0,7.0,C,40.0,2.3800010681152344,37.619998931884766,37.31999969482422,2.0
0,2011-07-18,GHL   ,2011-08-20,22.0,0.0,C,45.0,1.5,46.5,38.5,5.0
1,2011-07-18,GHL   ,2011-08-20,506.0,15.0,P,45.0,1.5,46.5,38.5,5.0
0,2011-04-21,GHL   ,2011-05-21,104.0,125.0,C,60.0,0.9199981689453125,60.91999816894531,55.779998779296875,1.0
1,2011-04-21,GHL   ,2011-05-21,470.0,469.0,P,60.0,0.9199981689453125,60.91999816894531,55.779998779296875,1.0
0,2013-02-14,STRA  ,2013-03-16,5.0,5.0,C,55.0,1.5099983215332031,35.65999984741211,34.62666702270508,1.0
1,2013-02-14,STRA  ,2013-03-16,30.0,30.0,P,55.0,1.5099983215332031,35.65999984741211,34.62666702270508,1.0
0,2012-11-09,STRA  ,2012-12-22,0.0,0.0,C,45.0,1.5099983215332031,31.00666618347168,38.526668548583984,12.0
1,2012-11-09,STRA  ,2012-12-22,57.0,17.0,P,45.0,1.5099983215332031,31.00666618347168,38.526668548583984,12.0
0,2012-02-16,STRA  ,2012-03-17,0.0,0.0,C,105.0,1.5699996948242188,71.04666900634766,66.9000015258789,1.0
1,2012-02-16,STRA  ,2012-03-17,1.0,1.0,P,105.0,1.5699996948242188,71.04666900634766,66.9000015258789,1.0
0,2011-02-17,STRA  ,2011-03-19,21.0,21.0,P,135.0,2.2700042724609375,88.48666381835938,86.95333099365234,1.0
1,2011-02-17,STRA  ,2011-03-19,103.0,74.0,C,135.0,2.2700042724609375,88.48666381835938,86.95333099365234,1.0
0,2012-11-06,LMCA  ,2012-12-22,0.0,0.0,C,110.0,0.525299072265625,110.52529907226562,106.40129852294922,17.0
1,2012-11-06,LMCA  ,2012-12-22,0.0,0.0,P,110.0,0.525299072265625,110.52529907226562,106.40129852294922,17.0
0,2012-08-08,LMCA  ,2012-09-22,0.0,0.0,C,100.0,1.8899993896484375,101.88999938964844,105.5199966430664,16.0
1,2012-08-08,LMCA  ,2012-09-22,0.0,0.0,P,100.0,1.8899993896484375,101.88999938964844,105.5199966430664,16.0
0,2012-05-08,LMCA  ,2012-06-16,0.0,0.0,C,85.0,1.0199966430664062,86.0199966430664,84.5,10.0
1,2012-05-08,LMCA  ,2012-06-16,0.0,0.0,P,85.0,1.0199966430664062,86.0199966430664,84.5,10.0
0,2013-05-21,RRGB  ,2013-06-22,499.0,42.0,P,50.0,0.3100013732910156,50.310001373291016,56.70000076293945,3.0
1,2013-05-21,RRGB  ,2013-06-22,819.0,615.0,C,50.0,0.3100013732910156,50.310001373291016,56.70000076293945,3.0
0,2012-08-09,RRGB  ,2012-09-22,369.0,369.0,P,30.0,2.240001678466797,32.2400016784668,32.560001373291016,15.0
1,2012-08-09,RRGB  ,2012-09-22,524.0,524.0,C,30.0,2.240001678466797,32.2400016784668,32.560001373291016,15.0
0,2012-05-16,RRGB  ,2012-06-16,185.0,185.0,P,35.0,0.75,35.75,29.25,2.0
1,2012-05-16,RRGB  ,2012-06-16,1015.0,1016.0,C,35.0,0.75,35.75,29.25,2.0
0,2012-02-16,RRGB  ,2012-03-17,52.0,52.0,P,35.0,1.8199996948242188,33.18000030517578,37.0,1.0
1,2012-02-16,RRGB  ,2012-03-17,493.0,489.0,C,35.0,1.8199996948242188,33.18000030517578,37.0,1.0
0,2011-08-11,RRGB  ,2011-09-17,510.0,542.0,P,35.0,1.1500015258789062,33.849998474121094,28.6200008392334,8.0
1,2011-08-11,RRGB  ,2011-09-17,666.0,220.0,C,35.0,1.1500015258789062,33.849998474121094,28.6200008392334,8.0
0,2011-05-19,RRGB  ,2011-06-18,225.0,225.0,P,30.0,1.4799995422363281,28.520000457763672,33.599998474121094,1.0
1,2011-05-19,RRGB  ,2011-06-18,699.0,750.0,C,30.0,1.4799995422363281,28.520000457763672,33.599998474121094,1.0
0,2011-02-17,RRGB  ,2011-03-19,1421.0,1414.0,P,20.0,1.1200008392333984,21.1200008392334,24.450000762939453,1.0
1,2011-02-17,RRGB  ,2011-03-19,5157.0,5181.0,C,20.0,1.1200008392333984,21.1200008392334,24.450000762939453,1.0
0,2013-05-07,PKY   ,2013-06-22,0.0,0.0,P,20.0,1.2000007629394531,12.533332824707031,11.293334007263184,17.0
1,2013-05-07,PKY   ,2013-06-22,20.0,20.0,C,20.0,1.2000007629394531,12.533332824707031,11.293334007263184,17.0
0,2013-02-12,PKY   ,2013-03-16,0.0,0.0,C,17.5,0.9300003051757812,11.046666145324707,11.960000038146973,3.0
1,2013-02-12,PKY   ,2013-03-16,0.0,0.0,P,17.5,0.9300003051757812,11.046666145324707,11.960000038146973,3.0
0,2012-08-09,PKY   ,2012-09-22,0.0,0.0,P,12.5,1.109999656677246,7.593333721160889,7.840000152587891,15.0
1,2012-08-09,PKY   ,2012-09-22,2.0,2.0,C,12.5,1.109999656677246,7.593333721160889,7.840000152587891,15.0
0,2012-05-04,PKY   ,2012-06-16,24.0,24.0,C,10.0,0.4099998474121094,6.940000057220459,6.986666202545166,12.0
1,2012-05-04,PKY   ,2012-06-16,70.0,70.0,P,10.0,0.4099998474121094,6.940000057220459,6.986666202545166,12.0
0,2011-11-08,PKY   ,2011-12-17,0.0,0.0,C,12.5,0.6400003433227539,8.760000228881836,6.71999979019165,10.0
1,2011-11-08,PKY   ,2011-12-17,0.0,0.0,P,12.5,0.6400003433227539,8.760000228881836,6.71999979019165,10.0
0,2013-02-14,KOP   ,2013-03-16,25.0,25.0,P,40.0,1.4399986267089844,41.439998626708984,43.040000915527344,1.0
1,2013-02-14,KOP   ,2013-03-16,153.0,153.0,C,40.0,1.4399986267089844,41.439998626708984,43.040000915527344,1.0
0,2012-11-08,KOP   ,2012-12-22,11.0,10.0,P,35.0,1.3800010681152344,33.619998931884766,36.220001220703125,15.0
1,2012-11-08,KOP   ,2012-12-22,47.0,47.0,C,35.0,1.3800010681152344,33.619998931884766,36.220001220703125,15.0
0,2012-08-09,KOP   ,2012-09-22,0.0,0.0,C,30.0,1.6700000762939453,31.670000076293945,34.41999816894531,15.0
1,2012-08-09,KOP   ,2012-09-22,13.0,13.0,P,30.0,1.6700000762939453,31.670000076293945,34.41999816894531,15.0
0,2012-02-16,KOP   ,2012-03-17,29.0,29.0,P,40.0,2.3400001525878906,37.65999984741211,37.40999984741211,1.0
1,2012-02-16,KOP   ,2012-03-17,374.0,374.0,C,40.0,2.3400001525878906,37.65999984741211,37.40999984741211,1.0
0,2011-02-16,KOP   ,2011-03-19,1.0,1.0,P,40.0,0.4500007629394531,40.45000076293945,36.720001220703125,2.0
1,2011-02-16,KOP   ,2011-03-19,197.0,197.0,C,40.0,0.4500007629394531,40.45000076293945,36.720001220703125,2.0
0,2012-08-09,ITG   ,2012-09-22,7.0,0.0,P,7.5,0.75,1.375,1.5199999809265137,15.0
1,2012-08-09,ITG   ,2012-09-22,13.0,13.0,C,7.5,0.75,1.375,1.5199999809265137,15.0
0,2013-02-01,MTW   ,2013-03-16,80.0,59.0,P,18.0,0.4799995422363281,1.3688888549804688,1.346666693687439,12.0
1,2013-02-01,MTW   ,2013-03-16,1059.0,959.0,C,18.0,0.4799995422363281,1.3688888549804688,1.346666693687439,12.0
0,2012-11-06,MTW   ,2012-12-22,237.0,237.0,P,15.0,0.4499998092651367,1.0777777433395386,1.1051851511001587,17.0
1,2012-11-06,MTW   ,2012-12-22,2193.0,2020.0,C,15.0,0.4499998092651367,1.0777777433395386,1.1051851511001587,17.0
0,2012-05-04,MTW   ,2012-06-16,690.0,690.0,C,13.0,0.11999988555908203,0.9540740847587585,0.7333332896232605,12.0
1,2012-05-04,MTW   ,2012-06-16,976.0,984.0,P,13.0,0.11999988555908203,0.9540740847587585,0.7333332896232605,12.0
0,2012-11-12,CRAY  ,2012-12-22,0.0,0.0,P,12.5,1.140000343322754,54.560001373291016,59.560001373291016,11.0
1,2012-11-12,CRAY  ,2012-12-22,10.0,10.0,C,12.5,1.140000343322754,54.560001373291016,59.560001373291016,11.0
0,2011-05-10,CRAY  ,2011-06-18,0.0,0.0,C,7.5,0.8299999237060547,26.68000030517578,24.200000762939453,10.0
1,2011-05-10,CRAY  ,2011-06-18,0.0,0.0,P,7.5,0.8299999237060547,26.68000030517578,24.200000762939453,10.0
0,2011-02-17,CRAY  ,2011-03-19,0.0,0.0,C,7.5,0.0,30.0,25.200000762939453,1.0
1,2011-02-17,CRAY  ,2011-03-19,41.0,20.0,P,7.5,0.0,30.0,25.200000762939453,1.0
0,2012-11-06,CLDT  ,2012-12-22,0.0,0.0,C,12.5,0.8199996948242188,13.319999694824219,14.569999694824219,17.0
1,2012-11-06,CLDT  ,2012-12-22,0.0,0.0,P,12.5,0.8199996948242188,13.319999694824219,14.569999694824219,17.0
0,2013-05-09,DTSI  ,2013-06-22,6.0,6.0,P,20.0,1.239999771118164,18.760000228881836,19.860000610351562,15.0
1,2013-05-09,DTSI  ,2013-06-22,21.0,21.0,C,20.0,1.239999771118164,18.760000228881836,19.860000610351562,15.0
0,2013-03-12,DTSI  ,2013-04-20,0.0,0.0,C,20.0,1.0,19.0,17.049999237060547,10.0
1,2013-03-12,DTSI  ,2013-04-20,24.0,0.0,P,20.0,1.0,19.0,17.049999237060547,10.0
0,2012-11-09,DTSI  ,2012-12-22,0.0,0.0,C,15.0,0.19999980926513672,14.800000190734863,15.739999771118164,12.0
1,2012-11-09,DTSI  ,2012-12-22,0.0,0.0,P,15.0,0.19999980926513672,14.800000190734863,15.739999771118164,12.0
0,2012-08-07,DTSI  ,2012-09-22,0.0,0.0,C,20.0,0.43000030517578125,19.56999969482422,22.59000015258789,17.0
1,2012-08-07,DTSI  ,2012-09-22,0.0,0.0,P,20.0,0.43000030517578125,19.56999969482422,22.59000015258789,17.0
0,2012-05-08,DTSI  ,2012-06-16,10.0,10.0,P,30.0,0.5100002288818359,29.489999771118164,28.100000381469727,10.0
1,2012-05-08,DTSI  ,2012-06-16,712.0,712.0,C,30.0,0.5100002288818359,29.489999771118164,28.100000381469727,10.0
0,2011-11-08,DTSI  ,2011-12-17,0.0,0.0,C,30.0,1.2000007629394531,31.200000762939453,28.309999465942383,10.0
1,2011-11-08,DTSI  ,2011-12-17,64.0,17.0,P,30.0,1.2000007629394531,31.200000762939453,28.309999465942383,10.0
0,2013-05-10,DIOD  ,2013-06-22,0.0,0.0,P,25.0,0.5200004577636719,4.835555553436279,4.643950462341309,12.0
1,2013-05-10,DIOD  ,2013-06-22,56.0,44.0,C,25.0,0.5200004577636719,4.835555553436279,4.643950462341309,12.0
0,2013-02-14,DIOD  ,2013-03-16,9.0,9.0,P,22.5,1.0400009155273438,4.239012241363525,4.2212347984313965,1.0
1,2013-02-14,DIOD  ,2013-03-16,52.0,52.0,C,22.5,1.0400009155273438,4.239012241363525,4.2212347984313965,1.0
0,2012-11-09,DIOD  ,2012-12-22,0.0,0.0,C,12.5,1.25,2.7160494327545166,3.0933332443237305,12.0
1,2012-11-09,DIOD  ,2012-12-22,4.0,4.0,C,15.0,1.25,2.7160494327545166,3.0933332443237305,12.0
2,2012-11-09,DIOD  ,2012-12-22,32.0,32.0,P,12.5,1.25,2.7160494327545166,3.0933332443237305,12.0
3,2012-11-09,DIOD  ,2012-12-22,48.0,25.0,P,15.0,1.25,2.7160494327545166,3.0933332443237305,12.0
0,2012-08-09,DIOD  ,2012-09-22,11.0,11.0,C,17.5,1.1499996185302734,3.683950424194336,3.7530863285064697,15.0
1,2012-08-09,DIOD  ,2012-09-22,76.0,39.0,P,17.5,1.1499996185302734,3.683950424194336,3.7530863285064697,15.0
0,2012-05-09,DIOD  ,2012-06-16,11.0,11.0,P,20.0,0.48999977111816406,3.8538272380828857,3.8696296215057373,9.0
1,2012-05-09,DIOD  ,2012-06-16,31.0,31.0,C,20.0,0.48999977111816406,3.8538272380828857,3.8696296215057373,9.0
0,2012-02-09,DIOD  ,2012-03-17,94.0,94.0,P,25.0,0.7199993133544922,5.080493927001953,4.663703918457031,8.0
1,2012-02-09,DIOD  ,2012-03-17,198.0,193.0,C,25.0,0.7199993133544922,5.080493927001953,4.663703918457031,8.0
0,2011-11-09,DIOD  ,2011-12-17,65.0,65.0,C,20.0,0.1700000762939453,3.9841976165771484,4.07111120223999,9.0
